1055,COLLECTION MANAGEMENT,CULTURAL COLLECTION MANAGEMENT,Loan arrangements,Records relating to the formal loan of collection items to other agencies and the borrowing of items by the agency. Records may include!! but are not limited to: * facilities report.,7 years after business action completed.,2016-09-01
1056,COLLECTION MANAGEMENT,CULTURAL COLLECTION MANAGEMENT,Acquisitions not proceeded with,Records relating to acquisitions that do not proceed. Records may include!! but are not limited to: * documentation on donations and bequests * research and investigation * decisions not to proceed.,7 years after business action completed.,2016-09-01
1060,COLLECTION MANAGEMENT,GENERAL COLLECTION MANAGEMENT,Collections - acquisitions and disposals,Records relating to the acquisition and disposal of general resources including:  * selection and acquisition  * disposal!! including via sale!! donation or recycling  * acquisitions that do not proceed. Records may include!! but are not limited to: * acquisition orders and subscriptions * disposal justifications and decisions * disposal logs.,7 years after business action completed.,2016-09-01
1280,COLLECTION MANAGEMENT,GENERAL COLLECTION MANAGEMENT,Parent/guardian permissions,Records relating to parent/guardianship permissions to allow children to borrow library material!! use the internet and be responsible for any fines or infringements of copyright. Records may include!! but are not limited to: * parent/guardian permission form.,When child reaches 18 years of age.,2016-09-01
1065,EXTERNAL RELATIONS,ADDRESSES!! PRESENTATIONS OR SPEECHES,Addresses!! presentations or speeches - significant,Records relating to final versions of addresses that: * are made by the Premier!! portfolio Minister!! Mayors!! Councillors or senior agency officers at major public or government occasions * generate substantial public interest or controversy * are of cultural significance!! e.g. Mabo Oration. Records may include!! but are not limited to: * final presentation and speaking notes * invitations * letters of thanks * official photographs of the event * audio or video recordings.,Permanent. Transfer to QSA after business action completed.,2016-09-01
1066,EXTERNAL RELATIONS,ADDRESSES!! PRESENTATIONS OR SPEECHES,Addresses!! presentations or speeches - other,Records relating to final versions of other addresses delivered in the routine promotion of the agencyês services or products. Records may include!! but are not limited to: * final speech * notes * invitations * letters of thanks * background research * official photographs of the event * audio or video recordings.,2 years after business action completed.,2016-09-01
1067,EXTERNAL RELATIONS,CUSTOMER SERVICE,Management of customer services,Records relating to the development!! management and monitoring of specific customer services provided to the public (e.g. managing an enquiry desk!! a telephone information service or interpreter service). Records may include!! but are not limited to: * planning * surveys of client satisfaction and needs * responses * reports.,5 years after business action completed.,2016-09-01
1068,EXTERNAL RELATIONS,CUSTOMER SERVICE,Service charters and directives - development,Records relating to the development of service charters and directives relating to the provision of services to the agencyês clients.  Records may include!! but are not limited to: * background research * draft versions containing significant changes/alterations or formally circulated for comment * reports analysing issues and the outcomes of consultation with employees and/or stakeholders.,3 years after superseded.,2016-09-01
1070,EXTERNAL RELATIONS,DONATIONS,Gifts!! donations and bequests - significant,Records relating to gifts!! donations or bequests that have been made to or by the agency which are of cultural or historical significance.  Includes gifts!! donations and bequests that are received as part of fundraising events and activities. Significant gifts!! donations and bequests include!! but are not limited to: * Aboriginal and Torres Strait Islander artefacts * limited edition or custom items * rare/significant items from the environment * rare books/documents * gifts reflective to a culture or emblem * memorabilia from major projects/events such as G20 or the Commonwealth Games. Records may include!! but are not limited to: * requests for gifts!! donations or bequests * letters of appreciation.,Permanent. Transfer to QSA after business action completed.,2016-09-01
1071,EXTERNAL RELATIONS,DONATIONS,Gifts!! donations and bequests - other,Records relating to all other gifts!! donations or bequests that have been made to or by the agency. Includes gifts!! donations and bequests that are offered as part of fundraising events and activities and records relating to the refusal of proposed donations. Records may include!! but are not limited to: * requests for gifts!! donations or bequests * terms of the donation/gift.,7 years after business action completed or until terms of the donation/gift have been fulfilled.,2016-09-01
1058,EXTERNAL RELATIONS,EXHIBITIONS,Exhibitions organised by an agency or with input from an agency - significant,Records relating to the management of exhibitions organised by the agency or with input from the agency!! which have major significance to the State.  Includes records of the planning and development!! production and design of the exhibition/display.  Significant exhibitions include!! but are not limited to: * those that generates/involves substantial community or public interest!! debate or controversy * involves innovative!! unique or precedent-setting practices!! techniques or methods. Records may include!! but are not limited to: * background research * exhibition briefs and designs * construction records * copies of records!! information or research used as part of the exhibition * exhibition catalogues * reports * film!! video or photographs.,Permanent. Transfer to QSA after business action completed.,2016-09-01
1059,EXTERNAL RELATIONS,EXHIBITIONS,Exhibitions organised by an agency or with input from an agency - other,Records relating to the management of all other exhibitions organised by the agency or with input from the agency.  Includes records of the planning and development!! production and design of the exhibition/display. Records may include!! but are not limited to: * background research * exhibition briefs and designs * construction records * copies of records!! information or research used as part of the exhibition * exhibition catalogues * reports * film!! video or photographs.,3 years after business action completed.,2016-09-01
1072,EXTERNAL RELATIONS,ENQUIRIES AND REACTIONS,Enquiries!! complaints and suggestions - significant,Records relating to the management of enquiries!! complaints or suggestions including those that: * create a precedent * lead to major changes of policies and procedures. Includes Ministerial authorisations (directions!! recommendations!! approvals). Records may include!! but are not limited to: * statements * investigations and responses * correspondence.,Permanent. Transfer to QSA after business action completed.,2016-09-01
1073,EXTERNAL RELATIONS,ENQUIRIES AND REACTIONS,Enquiries!! complaints and suggestions - investigations or legal significance,Records relating to the management of enquiries!! verbal or written threats to employees!! complaints!! requests for information or suggestions that require investigation and/or a specific response. Includes the provision of detailed information or advice to clients!! which may have legal significance. Also includes requests for information from other government agencies that have collecting power under relevant legislation. Records may include!! but are not limited to: * correspondence * investigations and responses.,7 years after business action completed.,2016-09-01
1074,EXTERNAL RELATIONS,ENQUIRIES AND REACTIONS,Complaints  - routine,Records relating to the management of complaints that are not significant or do not have policy or legal significance.  Records may include!! but are not limited to: * complaint forms * responses.,2 years after business action completed.,2016-09-01
1075,EXTERNAL RELATIONS,INQUIRIES,Inquiries - directly related,Records relating to an agencyês contribution and involvement in an Inquiry or investigation that is directly related to its functions or business.  Includes the implementation of any findings or recommendations of the Inquiry. Records may include!! but are not limited to: * agency statements and submissions * final reports and responses * transcripts of oral evidence given by agency officers * implementation records * index of records provided as part of a submission * legal advice.,Permanent. Transfer to QSA after business action completed.,2016-09-01
1076,EXTERNAL RELATIONS,INQUIRIES,Inquiries - not directly related,Records relating to an agencyês contribution and involvement in an Inquiry or investigation not directly related to its functions or business.  Includes the implementation of any findings or recommendations of the Inquiry.  Records may include!! but are not limited to: * agency statements and submissions * final reports and responses * transcripts of oral evidence given by agency officers * implementation records * index of records provided as part of a submission * legal advice.,7 years after business action completed.,2016-09-01
1077,EXTERNAL RELATIONS,INQUIRIES,Public interest disclosures - substantiated,Records relating to substantiated public interest disclosure (PID) investigations. Records may include!! but are not limited to: * names of any people who witnessed the wrongdoing or who may be able to verify the allegations or events * correspondence or other supporting documents * a diary of events and conversations!! or file notes * dates and times when the wrongdoing occurred * investigation reports.,Permanent. Transfer to QSA after business action completed.,2016-09-01
1078,EXTERNAL RELATIONS,INQUIRIES,Public interest disclosures - unsubstantiated,Records relating to unsubstantiated public interest disclosures (PID) investigations. Records may include!! but are not limited to: * names of any people who witnessed the wrongdoing or who may be able to verify the allegations or events * correspondence or other supporting documents * diaries of events and conversations!! or file notes * dates and times when the wrongdoing occurred * investigation reports.,10 years after business action completed.,2016-09-01
1079,EXTERNAL RELATIONS,INQUIRIES,Public interest disclosures - no action required,Records relating to public interest disclosures (PID) that do not warrant an investigation by the agency as outlined in section 30 of the Public Interest Disclosure Act 2010. Records may include!! but are not limited to: * names of any people who witnessed the wrongdoing or who may be able to verify the allegations or events * correspondence or other supporting documents * diaries of events and conversations!! or file notes * dates and times when the wrongdoing occurred.,2 years after business action completed.,2016-09-01
1759,EXTERNAL RELATIONS,INQUIRIES,Investigation records deemed irrelevant,Records gathered during an inquiry or public interest disclosure (PID) investigation which are subsequently deemed irrelevant.  Records may include!! but are not limited to: * documentary evidence that is irrelevant to the allegation or the broader investigation * background research. ,Until the investigation is finalised and the conclusion of any subsequent appeals or legal action.,2017-04-26
1080,EXTERNAL RELATIONS,INQUIRIES,Judicial reviews,Records relating to judicial reviews of administrative decisions made by an agency.  Excludes the official records held by the Supreme Court. Records may include!! but are not limited to: * application for a statutory order of review * statements of reasons * applications for review * report of review.,7 years after business action completed.,2016-09-01
1081,EXTERNAL RELATIONS,LIAISON,Contact with lobbyists,Records relating to the contact between the agency and registered lobbyists as defined under s.42 of the Integrity Act 2009. Records may include!! but are not limited to: * records of telephone!! email or written contact * meeting reports * entries in a contact with lobbyist register.,10 years after business action completed.,2016-09-01
1082,EXTERNAL RELATIONS,MARKETING,Marketing campaigns - significant,Records relating to the planning and management of major marketing campaigns developed to promote significant agency achievements!! activities or events. Significant marketing campaigns include!! but are not limited to: * marking major anniversaries  * opening of landmark structures and/or buildings * launch of innovative or new programs (e.g. health!! tourism!! public safety!! etc.) * major agency occasions * those which generate substantial public interest and debate.  Records may include!! but are not limited to: * marketing plans * publicity records regarding campaigns/advertising including brochures!! flyers and posters * promotional photographs!! films and social media posts * market research.,Permanent. Transfer to QSA after business action completed.,2016-09-01
1083,EXTERNAL RELATIONS,MARKETING,Marketing campaigns - other,Records relating to the planning and management of routine marketing campaigns to raise publicity for events or services organised by the agency. Records may include!! but are not limited to: * marketing plans * publicity records regarding campaigns/advertising including brochures!! flyers and posters * promotional photographs and negatives!! films and social media posts * market research.,5 years after business action completed.,2016-09-01
1084,EXTERNAL RELATIONS,MEDIA RELATIONS,Master set of agency media releases,Master set of media releases issued by the agency and approved by the Chief Executive Officer or agency head (e.g. Commissioner!! Mayor!! etc.).  Excludes media releases which have been retained as part of the Department of the Premier and Cabinetês ministerial media statements solution. ,Permanent. Transfer to QSA after business action completed.,2016-09-01
1085,EXTERNAL RELATIONS,PROGRAM AND EVENT MANAGEMENT,Programs and events - significant,Records relating to programs and events which are organised by the agency!! or with input from the agency!! and are of major importance to the agency!! broader community or the State.  Significant programs and events include!! but are not limited to: * major anniversaries of significant structures or events * opening of landmark structures and/or buildings * launch of innovative or new programs * historically significant agency conferences * international sporting events. Records may include!! but are not limited to: * programs * guest lists * invitations * official photographs of the event * reports.,Permanent. Transfer to QSA after business action completed.,2016-09-01
1086,EXTERNAL RELATIONS,PROGRAM AND EVENT MANAGEMENT,Programs and events - other,Records relating to all other programs and events which are organised by the agency!! or with input from the agency!! and external conferences.  Includes education programs and resources aimed at increasing the understanding of agency activities. Programs and events include!! but are not limited to: * end of year celebrations * receptions * openings * education programs. Records may include!! but are not limited to: * programs * guest lists * school booking forms * invitations * official photographs of the event * reports * winning raffle ticket stubs.,5 years after business action completed.,2016-09-01
1088,EXTERNAL RELATIONS,PROGRAM AND EVENT MANAGEMENT,Honours!! awards and prizes - significant,Records relating to significant honours!! awards and prizes successfully received!! or distributed!! by the agency. Significant honours!! awards and prizes may include!! but are not limited to: * those of State!! Government or agency significance!! e.g. that recognise the agencyês leadership in a particular field of endeavour such as architecture * substantial honours or awards conferred on the agency for distinction or notable achievement * substantial honours or awards presented by the agency. Excludes internal honours!! awards and prizes presented to individuals and teams. Records may include!! but are not limited to: * certificates of awards * nominations * registers * correspondence concerning receipt of awards and presentation ceremonies.,Permanent. Transfer to QSA after business action completed.,2016-09-01
1089,EXTERNAL RELATIONS,PROGRAM AND EVENT MANAGEMENT,Honours!! awards and prizes - other,Records relating to all other honours!! awards and prizes successfully received!! or distributed!! by the agency.  Includes unsuccessful submissions for honours!! awards and prizes. Records may include!! but are not limited to: * certificate of awards * nominations * registers * correspondence concerning receipt of awards and presentation ceremonies.,5 years after business action completed.,2016-09-01
1090,EXTERNAL RELATIONS,SUBMISSIONS,Ministerial briefings - significant,Records relating to Ministerial briefings on significant issues including those that: * generate substantial public interest and debate * set government policy direction or make changes to an agency * cover whole-of-government policy or procedures.  Records may include!! but are not limited to: * background research * consultation records * draft and final versions of briefings/briefing notes/submissions * ministerial speech notes * responses to ministerial enquiries.,Permanent. Transfer to QSA after business action completed.,2016-09-01
1091,EXTERNAL RELATIONS,SUBMISSIONS,Ministerial briefings - other,Records relating to Ministerial briefings of a routine nature (e.g. approvals for interstate travel or conference attendance).  Records may include!! but are not limited to: * background research * consultation records * draft and final versions of briefings/briefing notes/submissions * ministerial speech notes * responses to ministerial enquiries. ,8 years after business action completed.,2016-09-01
1092,EXTERNAL RELATIONS,SUBMISSIONS,Submissions - development and drafting,Records relating to the development and drafting of submissions to the Federal Government and Queensland Cabinet. Excludes any records which must be returned to the Cabinet Secretariat in accordance with the Queensland Cabinet Handbook.  Records may include!! but are not limited to: * approval drafts * comments and input from other Queensland Government bodies * draft and final submissions * related correspondence * supporting research documentation.,Permanent. Transfer to QSA after business action completed.,2016-09-01
1093,EXTERNAL RELATIONS,SUBMISSIONS,Executive Council Minutes - approved prior to 2010,Executive Council Minutes (approved prior to 2010) returned to an agency for implementation. Records may include!! but are not limited to: * explanatory memorandum * supporting documentation.,Permanent. Transfer to QSA after business action completed.,2016-09-01
1094,EXTERNAL RELATIONS,SUBMISSIONS,Executive Council Minutes - approved from 2010 onwards,Executive Council Minutes (approved from 2010 onwards) returned to an agency for implementation.  Excludes final approved minutes of the Executive Council held by the Department of the Premier and Cabinet. Records may include!! but are not limited to: * explanatory memorandum * supporting documentation,8 years after business action completed.,2016-09-01
1095,EXTERNAL RELATIONS,VISITS,Visits - official major delegations,Records relating to the coordination and arrangement of official visits made to and by important dignitaries or official major delegations to the agency. Significant visits may include!! but are not limited to visits by the: * Heads of State * Chief Executive Officer/President of a multinational company * International aid organisation delegations * Governor * Premier * Mayor * Councillors. Records may include!! but are not limited to: * final itineraries * official visit program booklets * visitor books * correspondence with stakeholders!! including office of dignitary!! Queensland Police!! etc. * VIP biographical data and related research notes * security coordination file notes * funding details.,Permanent. Transfer to QSA after business action completed.,2016-09-01
1096,EXTERNAL RELATIONS,VISITS,Visits - other,Visits _ other Records relating to the coordination and arrangement of visits made to and by the agency employees to other organisations and visits from members of the public and other organisations. Records may include!! but are not limited to: * final itineraries * visit program booklets * visitor books * visit reports.,3 years after business action completed.,2016-09-01
1097,FINANCIAL MANAGEMENT,ACCOUNTING,Accounts - banking!! loans and investments,Records relating to the establishment and ongoing management of accounts for general banking!! loans and investments.  Includes records documenting the closure of the accounts. Records may include!! but are not limited to: * applications * approvals.,7 years after account closed.,2016-09-01
1098,FINANCIAL MANAGEMENT,ACCOUNTING,Financial records of Government Owned Corporations,Financial records of Government Owned Corporations retained in accordance with s.286 of the Corporations Act 2001 (Cwlth) that: * correctly document and explain the transactions!! financial position and performance of the Government Owned Corporation * would enable true and fair financial statements to be prepared and audited.,7 years after the transactions covered by the records are completed.,2016-09-01
1099,FINANCIAL MANAGEMENT,ACCOUNTING,Asset and money management,Records relating to the payment or receipt of money and the financial management of the agencyês assets.  Includes records!! which document the agencyês financial and bank transactions!! as well as the management of trusts. Records may include!! but are not limited to: * accounting _ cash books!! ledgers!! journals!! bank statements!! reconciliations!! receipt and revenue records!! requisition/purchase orders * annual and periodic financial statements including: o certified financial statements prepared for abolished agencies in accordance with s.47 and s.48 of the Financial and Performance Management Standard 2009 o certified financial statements prepared for newly formed agencies in accordance with s.44 of the Financial and Performance Management Standard 2009. * asset/equity management _ approvals!! asset identification!! depreciation!! evaluation!! losses and write-offs!! revaluations!! transfers!! valuations and verifications * banking activities _ banking accounts!! investment and dividend statements!! deposit/withdrawal records!! electronic funds transfer (EFT) and international money transfers (IMT) transaction records * contingent assets and liabilities _ quarterly reports * credit card usage!! including special purpose facilities such as fuel cards and purchase cards _ credit card applications!! arrangements (e.g. credit limits!! payment terms!! benefits!! security!! etc.) and statements * debts!! overpayments and material losses _ includes debt recovery and write-offs * donations _ approvals!! notifications!! terms & conditions * fundraising _ winning raffle tickets  * non-cash business benefits received by agency staff (e.g. frequent flyer points) _ applications and statements * payment records _ includes invoices!! cheques and special payments such as ex gratia payments!! extra-contractual payments!! out of court settlements!! court ordered damages and payments requiring Governor-in-Council approval * user fee setting _ approvals!! schedule of fees * receipt of royalty payments * trust management * rewards!! e.g. reporting vandalism committed on or to agency property * client authorisations to conduct financial transactions on behalf of clients!! e.g. credit card/direct debit authorisations!! includes amendments.,7 years after the financial year to which the records relate. ,2016-09-01
1100,FINANCIAL MANAGEMENT,ACCOUNTING,Taxation,Records relating to taxation matters of the agency. Excludes records of Government Owned Corporations. Records may include!! but are not limited to: * business activity statements (BAS) * certificates (includes electronic interface certificates) * correspondence with Australian Tax Office (ATO) and Treasury * exemptions * external tax advice * fringe benefits tax (FBT) records * goods and services tax (GST) records * payroll tax records * tax payment records (including Pay as You Go (PAYG) withholding tax).,5 years after business action completed.,2016-09-01
1101,FINANCIAL MANAGEMENT,ACCOUNTING,Accountable forms,Records relating to the management of accountable forms including vouchers!! cheques!! money forms!! etc. Records may include!! but are not limited to: * acquisition orders * cab charge vouchers * issue receipts.,3 years after the financial year to which the records relate.,2016-09-01
1105,FINANCIAL MANAGEMENT,AUTHORISATION,Statutory body financial approvals,Records relating to applications submitted by statutory bodies!! including local governments!! to the Treasurer for approval to exercise a power under the Statutory Bodies Financial Arrangements Act 1982. Records may include!! but are not limited to: * applications * approvals * supporting documentation.,7 years after business action completed.,2016-09-01
1106,FINANCIAL MANAGEMENT,BUDGETING,Budget,Records relating to the development and approval of the agencyês operating budget.  Includes estimates!! requests and allocations prepared for external approval by the relevant Minister!! governing department!! Council or Committee.  Also includes records relating to the allocation of funds!! including restrictions and variations!! to individual agency units following budget requests.  Records may include!! but are not limited to: * approvals * briefings * budget statements * calculations and costings * forecasts * submissions * working papers.,7 years after the financial year to which the records relate.,2016-09-01
1107,FINANCIAL MANAGEMENT,BUDGETING,Budget progress,Records relating to the spending progress or revenue collection against allocations within the budget estimates. Records may include!! but are not limited to: * progress reports * working papers.,2 years after business action completed.,2016-09-01
1110,FINANCIAL MANAGEMENT,FUNDS MANAGEMENT,Trusts - establishment,Records relating to the establishment of trusts. Records may include!! but are not limited to: * general correspondence relating to the establishment of the trust * instrument/deed of trust * valuations.,7 years after the disbursement of all assets/funds.,2016-09-01
1112,FINANCIAL MANAGEMENT,FUNDS MANAGEMENT,Loans!! investments and trusts that do not proceed,Records relating to loans!! investments and trusts that do not proceed. Records may include!! but are not limited to: * proposals.,2 years after business action completed.,2016-09-01
1113,FINANCIAL MANAGEMENT,GRANT FUNDING AND SPONSORSHIPS,Grant funds!! subsidies and sponsorships - successful,Records relating to the receipt and distribution of grant funds!! subsidies and sponsorships successfully received!! or distributed!! by the agency.  Includes successful applications following an appeal or review of the original decision. Records may include!! but are not limited to: * agreements * approvals * appeal or review application * notifications * progress reports * successful applications.,7 years after business action completed.,2016-09-01
1114,FINANCIAL MANAGEMENT,GRANT FUNDING AND SPONSORSHIPS,Grant funds!! subsidies and sponsorships - unsuccessful,Records relating to unsuccessful applications for grant funding!! subsidies or sponsorships submitted or to be received by the agency. Records may include!! but are not limited to: * appeal or review application * unsuccessful confirmations.,2 years after business action completed.,2016-09-01
1251,FINANCIAL MANAGEMENT,PAYROLL,Payroll authorisations,Records relating to employee authorisations to deduct or amend wage and salary payments. Records may include!! but are not limited to: * authorisation amendments * payroll deduction authorisations * requests to distribute salary or wages to financial institutions * salary sacrifice authorisations * superannuation contribution authorisations.,7 years after authorisation superseded or cancelled.,2016-09-01
1252,FINANCIAL MANAGEMENT,PAYROLL,Salary and wage records,Records that document the payment of salaries and wages to employees. Records may include!! but are not limited to: * claims forms for allowances and overtime * employer superannuation contribution records * overpayment and recovery records * pay histories * payroll adjustments * records of financial assistance provided to employees!! e.g. Study and Research Assistance Scheme (SARAS) * salary advice!! alterations and variations * unpaid salary sheets.,6 years after the financial year to which the records relate.,2016-09-01
1253,FINANCIAL MANAGEMENT,PAYROLL,Salary and wage supporting documentation,Records that support the payment of wages and salaries to employees. Records may include!! but are not limited to: * payment summaries!! e.g. group certificates * payroll distribution records * records used to process and update payroll system information * requests for information * tax file number declarations.,2 years after business action completed.,2016-09-01
1116,FINANCIAL MANAGEMENT,REGISTRATION,Financial registration,Records relating to the agencyês compliance with financial registration requirements.  Includes records relating to registration changes and de-registration. Records may include!! but are not limited to: * AUSTRAC * Australian business number (ABN) * Australian company number (ACN) * data universal numbering system number (DUNS) * tax file number (TFN).,7 years after registration lapses or is superseded.,2016-09-01
1117,FINANCIAL MANAGEMENT,SUPERANNUATION FUND MANAGEMENT,Superannuation fund establishment,Records relating to the establishment of a superannuation fund. Records may include!! but are not limited to: * deed of covenant.,7 years after superannuation fund ceases.,2016-09-01
1118,FINANCIAL MANAGEMENT,SUPERANNUATION FUND MANAGEMENT,Appointment of trustees,Records relating to the appointment or changes to the appointment of trustees of a superannuation fund. Records may include!! but are not limited to: * appointment records * cessation records * terms of appointment.,10 years after appointment ceases.,2016-09-01
1119,FINANCIAL MANAGEMENT,SUPERANNUATION FUND MANAGEMENT,Superannuation committees,Records of proceedings of superannuation trustee committees.  Records may include!! but are not limited to: * minutes of trustee meetings * statements  * member/beneficiary reports of the superannuation fund.,10 years after business action completed.,2016-09-01
1108,FINANCIAL MANAGEMENT,LEGACY FINANCIAL RECORDS,Register of destroyed financial information,Register of destroyed financial information kept in accordance with s.57 of the repealed Financial Management Standard 1997,7 years after business action completed.,2016-09-01
1109,FINANCIAL MANAGEMENT,LEGACY FINANCIAL RECORDS,Register of reproduced financial information,Register of financial information reproduced in another form maintained under s.57 of the repealed Financial Management Standard 1997,3 years after business action completed.,2016-09-01
1279,GOVERNING BODIES,BOARD MANAGEMENT,Governing body appointments and separations - not managed by the Department of the Premier and Cabinet,Records relating to the appointment and separation of members to governing bodies!! where this process is not managed by the Department of the Premier and Cabinet. Includes staff successfully elected to governing bodies and disclosures of pecuniary interests. Records may include!! but are not limited to: * appointment nominations * letters of appointment!! resignation!! retirement!! redundancy or termination * instruments of appointment * terms and condition of appointment * leave history * signed codes of conduct * conflict of interest registers * registers of related party transactions * registration of personal interests form * notification of appointment to regulatory bodies * separation notice * gazettal notices * reporting.,Permanent. Transfer to QSA after business action completed,2016-09-01
1120,GOVERNING BODIES,BOARD MANAGEMENT,Governing body appointments and separations - other,Records relating to all other appointment and separation of members to governing bodies including those where the Department of the Premier and Cabinet manages the appointments and separations process. Includes staff successfully elected to governing bodies and disclosures of pecuniary interests. Records may include!! but are not limited to: * appointment nominations * letters of appointment!! resignation!! retirement!! redundancy or termination * instruments of appointment * terms and condition of appointment * leave history * signed codes of conduct * induction checklist * conflict of interest registers * registers of related party transactions * registration of personal interests form * notification of appointment to regulatory bodies * separation notice * gazettal notices * reporting.,80 years from date of birth or 7 years from date of separation!! whichever is later,2016-09-01
1121,GOVERNING BODIES,BOARD MANAGEMENT,Fees and allowances,Records relating to the determination and approval of payment of members of governing bodies as remuneration for the performance of their duties. Records may include!! but are not limited to: * list of scheduled members fees and approvals * special remuneration packaging arrangements * negotiation of remuneration * performance evaluations by the Minister or other relevant authority.,7 years after separation of member from governing body,2016-09-01
1266,GOVERNING BODIES,BOARD MANAGEMENT,Unsuccessful nominations ,Records relating to nominees that are not appointed to a governing body.  Includes unsuccessful staff nominees.  Records may include!! but are not limited to: * nomination * letter of unsuccessful appointment.,2 years after business action completed,2016-09-01
1278,GOVERNING BODIES,BOARD MANAGEMENT,Staff elections,Records relating to the election of staff to governing bodies. Records may include!! but are not limited to: * ballot papers * notices * results * tally sheets * rolls.,1 year after declaration of election result,2016-09-01
1122,GOVERNING BODIES,STATUTORY POWERS,Governing bodies - establishment!! alteration and operation,Records relating to the establishment!! alteration!! and operation of governing bodies.  Includes formal instruments of authority establishing the governing body and records of meetings. Records may include!! but are not limited to: * records establishing the governing body * agenda and minutes * supporting documentation _ advice!! briefing papers!! submissions and reports * recommendations and resolutions * correspondence arising from business discussed or resolutions passed * agency decisions referred to the governing body for review.,Permanent. Transfer to QSA after business action completed,2016-09-01
1123,INDUSTRIAL RELATIONS,APPEALS,Appeals - significant,Records relating to significant appeals made to an external industrial relations arbitration body!! e.g. the Queensland Industrial Relations Commission or the Industrial Court of Queensland!! against a decision or order where the outcome: * impacts on the provision of services to a large extent * impacts on a particular sector or whole-of-government * sets a precedent * results in innovative or significant changes to working conditions. Records may include!! but are not limited to: * decisions * notices * orders * submissions.,Permanent. Transfer to QSA after business action completed.,2016-09-01
1124,INDUSTRIAL RELATIONS,APPEALS,Appeals - other,Records relating to other appeals made to an external industrial relations arbitration body!! e.g. the Queensland Industrial Relations Commission or the Industrial Court of Queensland!! against a decision or order. Records may include!! but are not limited to: * decisions * notices * orders * submissions.,5 years after business action completed.,2016-09-01
1125,INDUSTRIAL RELATIONS,CLAIMS,Pay and working conditions claims,Records relating to claims for pay and working conditions involving the agency.  Records may include!! but are not limited to: * complaint forms.,7 years after business action completed.,2016-09-01
1126,INDUSTRIAL RELATIONS,DISPUTES,Industrial disputes - significant,Records relating to industrial disputes of a significant nature include!! but are not limited to!! those that: * involve the agency as a key party to the negotiations or resolution of the dispute * impact on the provision of services to a large extent * impact on a particular sector or whole-of-government * set a precedent * result in innovative or significant changes to working conditions. Records may include!! but are not limited to: * notifications to the Minister * records of liaison/communication between parties * records of refusal to attend or perform work * reports.,Permanent. Transfer to QSA after business action completed.,2016-09-01
1127,INDUSTRIAL RELATIONS,DISPUTES,Industrial disputes - other,Records relating to other industrial disputes. Records may include!! but are not limited to: * notifications to the Minister * records of liaison/communication between parties * records of refusal to attend or perform work * reports * statistical returns.,7 years after business action completed.,2016-09-01
1128,INDUSTRIAL RELATIONS,WORKPLACE AGREEMENTS AND AWARDS,Workplace agreements and awards - standard,Records relating to the development and negotiation of industrial and workplace agreements and awards that do not generate substantial public interest and debate or set a precedent.  Includes enterprise bargaining. Excludes significant workplace agreements and awards. Records may include!! but are not limited to: * records of consultation!! e.g. minutes of meetings * draft versions of awards or agreements exchanged between parties * final!! approved versions of negotiated awards and agreements.,10 years after expiry of agreement or award.,2016-09-01
1129,INDUSTRIAL RELATIONS,WORKPLACE AGREEMENTS AND AWARDS,No agreement,Records relating to negotiations regarding conditions and awards!! which do not result in an agreement.  Includes enterprise bargaining. Records may include!! but are not limited to: * records of consultation!! e.g. minutes of meetings * draft versions of awards or agreements exchanged between parties.,5 years after negotiations cease.,2016-09-01
1130,INFORMATION MANAGEMENT,CONTROL,Master control records - permanent value records ,Master control records that provide meaning!! context and access to permanent value records. Includes data from agency recordkeeping applications and case file registers. Also includes events logged by business/software applications where these are the only source of recordkeeping metadata and they relate to information of permanent value.  Records may include!! but are not limited to:  * relevant metadata elements (in accordance with Appendix B of the Queensland recordkeeping metadata standard and guideline) * registers and indices giving details of control numbers!! titles!! date!! disposal details * file movement cards (if they also constitute the main control record) * intellectual control tools including business classification schemes!! thesauri for record titling!! authorised abbreviations. NOTE: Queensland State Archives can provide assistance in identifying what information in the logs should be retained and possible options for its management. The Archives should also be contacted before the transfer of any related permanent information/records to determine what data from the application logs is required to facilitate ongoing access and support its preservation. ,Permanent. Transfer to QSA after business action completed.,2016-09-01
1282,INFORMATION MANAGEMENT,CONTROL,Master control records - temporary value records ,Master control records that provide meaning!! context and access to temporary value records.  Includes agency recordkeeping applications. Also includes events logged by business/software applications where these are the only source of recordkeeping metadata and they relate to information of temporary value.  Excludes the transfer of permanent public records to Queensland State Archives and case file registers. Records may include!! but are not limited to:  * relevant metadata elements (in accordance with Appendix B of the Queensland recordkeeping metadata standard and guideline) * registers and indices giving details of control numbers!! titles!! date!! disposal details * file movement cards (if they also constitute the main control record or have been used to record disposal detail) * intellectual control tools including business classification schemes!! thesauri for record titling!! authorised abbreviations.,For the life of the record.,2016-09-01
1281,INFORMATION MANAGEMENT,CONTROL,Records transferred to Queensland State Archives,Records relating to the transfer of permanent value records to Queensland State Archives. Records may include!! but are not limited to:  * transfer proposals * agreed restricted access periods * consignment lists  * notifications of receipt of transfer. NOTE: These records are not required as permanent records by Queensland State Archives. However!! they should be retained within an agency so that there is a record of exactly what was transferred and what records the agency continues to be responsible for.,Permanent. Retain in the agency.,2016-09-01
